epoch,loss,mse,val_loss,val_mse
0,0.03136184439063072,0.03136172145605087,0.008536850102245808,0.008536849170923233
1,0.006758300121873617,0.00675829267129302,0.005293272901326418,0.005293273366987705
2,0.004831706173717976,0.004831705242395401,0.0041712005622684956,0.00417120149359107
3,0.003951692022383213,0.003951692953705788,0.0035572422202676535,0.003557243850082159
4,0.003419206477701664,0.003419205080717802,0.003185716224834323,0.0031857164576649666
5,0.003056747606024146,0.0030567499343305826,0.0028700416442006826,0.0028700432740151882
6,0.0027904545422643423,0.0027904536109417677,0.0026158010587096214,0.0026158022228628397
7,0.0025909794494509697,0.002590980613604188,0.0024657032918184996,0.0024657039903104305
8,0.002434109104797244,0.0024341100361198187,0.00235216342844069,0.0023521645925939083
9,0.0023035339545458555,0.002303529530763626,0.0022412093821913004,0.002241208916530013
10,0.002204104559496045,0.0022041043266654015,0.002170410007238388,0.0021704097744077444
11,0.002118023345246911,0.0021180231124162674,0.002061598002910614,0.0020615977700799704
12,0.0020472605247050524,0.002047258894890547,0.0019985937979072332,0.001998593332245946
13,0.001985849579796195,0.0019858507439494133,0.00194886839017272,0.0019488682737573981
14,0.0019332693191245198,0.001933267922140658,0.0019362358143553138,0.001936235697939992
15,0.0018889314960688353,0.0018889288185164332,0.0018492862582206726,0.0018492862582206726
16,0.0018483420135453343,0.0018483405001461506,0.0018452211515977979,0.001845221733674407
17,0.001813321141526103,0.0018133203266188502,0.0018133390694856644,0.001813338603824377
18,0.0017821380170062184,0.0017821387154981494,0.001783776911906898,0.0017837770283222198
19,0.0017550972988829017,0.0017550978809595108,0.0017884064000099897,0.0017884060507640243
20,0.001727808266878128,0.00172780966386199,0.0017381069483235478,0.001738106831908226
21,0.0017068193992599845,0.0017068198649212718,0.0017074180068448186,0.001707417774014175
22,0.0016855874564498663,0.001685588387772441,0.0017088119639083743,0.0017088110325857997
23,0.0016655224608257413,0.001665524672716856,0.0016771513037383556,0.0016771516529843211
24,0.0016496028983965516,0.001649606041610241,0.001656887005083263,0.001656886888667941
25,0.001632409286685288,0.001632407889701426,0.0016474182484671474,0.0016474175499752164
26,0.00161801278591156,0.0016180113889276981,0.001654639607295394,0.0016546400729566813
27,0.0016038100002333522,0.0016038090689107776,0.0016287959879264235,0.00162879575509578
28,0.0015914797550067306,0.0015914823161438107,0.0016174863558262587,0.0016174864722415805
29,0.0015788325108587742,0.0015788329765200615,0.0015971316024661064,0.00159713183529675
30,0.0015668148407712579,0.0015668153064325452,0.0015867974143475294,0.0015867975307628512
31,0.0015569976530969143,0.001556996488943696,0.0015878957929089665,0.0015878960257396102
32,0.0015460054855793715,0.0015460049035027623,0.0015766306314617395,0.0015766298165544868
33,0.0015371839981526136,0.0015371856279671192,0.0015764454146847129,0.0015764456475153565
34,0.0015290386509150267,0.0015290383016690612,0.0015508318319916725,0.0015508331125602126
35,0.0015184037620201707,0.0015184053918346763,0.0015549322124570608,0.0015549315139651299
36,0.001510340953245759,0.0015103417681530118,0.0015558800660073757,0.0015558807644993067
37,0.0015031675575301051,0.0015031711664050817,0.0015476702246814966,0.0015476695261895657
38,0.0014959799591451883,0.0014959784457460046,0.0015449823113158345,0.0015449825441464782
39,0.001488633337430656,0.0014886343851685524,0.0015319979283958673,0.0015319965314120054
40,0.0014830658910796046,0.0014830668224021792,0.0015337152872234583,0.0015337143559008837
41,0.0014749293914064765,0.001474929740652442,0.001510079950094223,0.0015100802993401885
42,0.0014689852250739932,0.0014689838280901313,0.001518653822131455,0.0015186532400548458
43,0.0014631010126322508,0.0014631000813096762,0.001519701792858541,0.0015197020256891847
44,0.001457161852158606,0.0014571619685739279,0.001515042269602418,0.0015150418039411306
45,0.0014512318884953856,0.0014512321213260293,0.0014951168559491634,0.001495117205195129
46,0.0014470895985141397,0.0014470899477601051,0.0014946162700653076,0.001494616735726595
47,0.0014407008420675993,0.0014406995614990592,0.0014931571204215288,0.0014931586338207126
48,0.0014368857955560088,0.001436886959709227,0.0014891534810885787,0.0014891540631651878
49,0.0014319956535473466,0.0014319955371320248,0.0014970258343964815,0.0014970256015658379
50,0.0014272971311584115,0.001427296781912446,0.00147980113979429,0.0014798010233789682
51,0.0014225529739633203,0.0014225527411326766,0.001472316449508071,0.0014723165659233928
52,0.0014176161494106054,0.0014176171971485019,0.0014668944058939815,0.0014668952208012342
53,0.0014134305529296398,0.001413429738022387,0.0014830841682851315,0.001483083819039166
54,0.001409456366673112,0.0014094582293182611,0.0014804708771407604,0.0014804700622335076
55,0.001405804418027401,0.001405803021043539,0.0014666860224679112,0.0014666867209598422
56,0.0014022613177075982,0.0014022618997842073,0.00146291044075042,0.0014629100915044546
57,0.001398675492964685,0.001398674794472754,0.001450187060981989,0.0014501868281513453
58,0.0013947635889053345,0.001394763239659369,0.0014624552568420768,0.0014624547911807895
59,0.0013903493527323008,0.0013903487706556916,0.0014489844907075167,0.001448984956368804
60,0.0013886081287637353,0.0013886101078242064,0.001471965224482119,0.0014719658065587282
61,0.0013842640910297632,0.001384263508953154,0.0014431443996727467,0.0014431449817493558
62,0.0013812846736982465,0.001381281646899879,0.0014339409535750747,0.0014339410699903965
63,0.001377648557536304,0.001377648557536304,0.0014435503398999572,0.001443549757823348
64,0.001375185209326446,0.0013751861406490207,0.001440411084331572,0.0014404108515009284
65,0.001372007536701858,0.0013720090501010418,0.0014444991247728467,0.0014444993576034904
66,0.0013692848151549697,0.0013692846987396479,0.0014372323639690876,0.0014372325967997313
67,0.0013664931757375598,0.0013664911966770887,0.0014316244050860405,0.0014316245215013623
68,0.0013633191119879484,0.001363319344818592,0.0014496278017759323,0.0014496278017759323
69,0.00136099464725703,0.001360995345748961,0.001429779571481049,0.0014297793386504054
70,0.001358470181003213,0.001358469482511282,0.001441875472664833,0.0014418751234188676
71,0.001355212414637208,0.0013552120653912425,0.0014249581145122647,0.0014249577652662992
72,0.0013532491866499186,0.0013532462762668729,0.001434893230907619,0.0014348933473229408
73,0.001350841368548572,0.001350842765532434,0.0014284700155258179,0.0014284689677879214
74,0.0013485043309628963,0.0013485027011483908,0.0014239216689020395,0.0014239216689020395
75,0.001345606753602624,0.0013456090819090605,0.0014230910455808043,0.0014230906963348389
76,0.0013440098846331239,0.0013440098846331239,0.0014129179762676358,0.0014129190240055323
