image,num_rois,mean_intensity,std_intensity
Run39BR_top_left.tif,857,31.2108,28.8642
Run39BR_top_right.tif,800,31.9116,29.4103
Run39TL_bottom_left.tif,916,28.9964,28.1841
Run39TL_bottom_right.tif,850,30.3669,29.3288
Run39TL_top_left.tif,688,26.0497,27.4431
Run39TL_top_right.tif,772,25.1877,27.0236
Run39TR_bottom_left.tif,777,30.1430,29.7188
Run39TR_bottom_right.tif,861,29.2126,28.6106
Run39TR_top_left.tif,720,24.9875,26.7767
Run39TR_top_right.tif,649,26.3646,27.7459
Run3BL_bottom_left.tif,453,85.2855,65.8832
Run3BL_bottom_right.tif,473,85.2358,64.6642
Run3BL_top_left.tif,486,78.5040,61.5921
Run3BL_top_right.tif,484,78.6340,60.9206
Run3BR_bottom_left.tif,435,83.0813,64.2410
Run3BR_bottom_right.tif,488,80.9468,63.2765
Run3BR_top_left.tif,478,77.0749,60.6990
Run3BR_top_right.tif,433,76.8851,60.2285
Run3TL_bottom_left.tif,525,71.9615,57.5445
Run3TL_bottom_right.tif,539,73.0360,57.1804
Run3TL_top_left.tif,475,62.5884,53.2520
Run3TL_top_right.tif,506,64.4700,53.6984
Run3TR_bottom_left.tif,493,70.3379,56.0330
Run3TR_bottom_right.tif,502,69.8594,56.2560
Run3TR_top_left.tif,506,64.6869,52.5308
Run3TR_top_right.tif,431,63.0188,52.8563
Run40BL_bottom_left.tif,703,85.3137,68.3058
Run40BL_bottom_right.tif,557,86.3237,68.8535
Run40BL_top_left.tif,555,83.7385,66.8765
Run40BL_top_right.tif,542,89.1273,69.3555
Run40BR_bottom_left.tif,630,85.2787,68.4357
Run40BR_bottom_right.tif,797,85.7767,67.2597
Run40BR_top_left.tif,532,82.6968,68.6187
Run40BR_top_right.tif,666,87.1285,71.8130
Run40TL_bottom_left.tif,639,86.7587,69.1376
Run40TL_bottom_right.tif,384,85.8784,67.4073
Run40TL_top_left.tif,804,72.1822,63.7363
Run40TL_top_right.tif,633,67.6302,61.1146
Run40TR_bottom_left.tif,569,80.8443,69.2705
Run40TR_bottom_right.tif,778,87.6285,69.2525
Run40TR_top_left.tif,742,67.5688,60.4893
Run40TR_top_right.tif,612,71.3036,62.6474
Run41BL_bottom_left.tif,886,86.6239,71.0392
Run41BL_bottom_right.tif,874,87.3730,70.5815
Run41BL_top_left.tif,1038,80.3344,65.8805
Run41BL_top_right.tif,932,80.9278,66.5355
Run41BR_bottom_left.tif,896,87.6354,71.3088
Run41BR_bottom_right.tif,835,90.1032,72.3525
Run41BR_top_left.tif,908,80.7337,66.5672
Run41BR_top_right.tif,885,84.9931,69.3425
Run41TL_bottom_left.tif,1019,73.7879,62.7621
Run41TL_bottom_right.tif,995,74.9105,64.0916
Run41TL_top_left.tif,894,65.1809,59.5828
Run41TL_top_right.tif,828,66.8360,60.3139
Run41TR_bottom_left.tif,863,75.2041,65.3059
Run41TR_bottom_right.tif,887,77.7303,66.0214
Run41TR_top_left.tif,817,66.9578,62.0820
Run41TR_top_right.tif,927,64.6620,59.4951
Run42BL_bottom_left.tif,1072,36.4125,33.1437
Run42BL_bottom_right.tif,800,36.8430,33.2086
Run42BL_top_left.tif,865,36.1524,33.1687
Run42BL_top_right.tif,809,34.4390,32.2036
Run42BR_bottom_left.tif,699,36.6268,33.8276
Run42BR_bottom_right.tif,603,36.3404,33.0396
Run42BR_top_left.tif,817,36.8812,33.4743
Run42BR_top_right.tif,1013,35.6977,33.4581
Run42TL_bottom_left.tif,731,34.5939,32.4721
Run42TL_bottom_right.tif,944,33.1199,31.3685
Run42TL_top_left.tif,758,31.4561,30.6336
Run42TL_top_right.tif,825,31.5715,31.2023
Run42TR_bottom_left.tif,931,33.4437,31.4829
Run42TR_bottom_right.tif,964,32.2018,30.7828
Run42TR_top_left.tif,834,31.4010,30.5275
Run42TR_top_right.tif,914,31.8489,30.1488
Run43BL_bottom_left.tif,884,69.6701,58.4429
Run43BL_bottom_right.tif,834,73.9593,61.3173
Run43BL_top_left.tif,933,68.6162,58.9166
Run43BL_top_right.tif,985,67.9737,57.1729
Run43BR_bottom_left.tif,825,73.6985,62.8521
Run43BR_bottom_right.tif,766,73.2057,61.9359
Run43BR_top_left.tif,813,70.6149,59.7049
Run43BR_top_right.tif,688,73.4743,62.0866
Run43TL_bottom_left.tif,851,61.2167,55.2726
Run43TL_bottom_right.tif,714,64.4454,57.3323
Run43TL_top_left.tif,810,52.9732,50.1884
Run43TL_top_right.tif,744,51.8571,49.8849
Run43TR_bottom_left.tif,477,63.3969,55.0669
Run43TR_bottom_right.tif,427,65.2149,57.8845
Run43TR_top_left.tif,585,53.1796,52.6477
Run43TR_top_right.tif,610,55.9668,54.1339
Run44BL_bottom_left.tif,806,69.6107,58.0062
Run44BL_bottom_right.tif,758,68.3478,57.1587
Run44BL_top_left.tif,628,66.0652,56.8252
Run44BL_top_right.tif,779,69.3417,57.5463
Run44BR_bottom_left.tif,836,69.7171,57.7004
Run44BR_bottom_right.tif,744,69.2927,58.0622
Run44BR_top_left.tif,834,66.7144,55.8072
Run44BR_top_right.tif,806,67.9708,58.1461
Run44TL_bottom_left.tif,590,66.0051,57.5359
Run44TL_bottom_right.tif,611,68.5682,58.5766
Run44TL_top_left.tif,518,62.4080,59.2729
Run44TL_top_right.tif,550,60.6325,57.5466
Run44TR_bottom_left.tif,762,66.0956,57.8208
Run44TR_bottom_right.tif,776,63.9116,55.3813
Run44TR_top_left.tif,728,58.5984,55.4280
Run44TR_top_right.tif,730,56.5510,54.2687
Run45BL_bottom_left.tif,576,106.7110,82.3694
Run45BL_bottom_right.tif,607,105.5510,82.3256
Run45BL_top_left.tif,434,103.0455,81.7658
Run45BL_top_right.tif,536,103.9619,82.3495
Run45BR_bottom_left.tif,716,105.9570,82.4798
Run45BR_bottom_right.tif,641,105.6890,81.9359
Run45BR_top_left.tif,581,102.3222,81.3532
Run45BR_top_right.tif,699,102.8376,82.1954
Run45TL_bottom_left.tif,518,102.4805,80.4681
Run45TL_bottom_right.tif,550,102.6129,81.2558
Run45TL_top_left.tif,414,99.9972,78.6111
Run45TL_top_right.tif,488,97.2268,78.9885
Run45TR_bottom_left.tif,611,101.0994,80.1687
Run45TR_bottom_right.tif,634,98.7670,79.9726
Run45TR_top_left.tif,627,97.4148,77.8922
Run45TR_top_right.tif,691,98.7588,78.8019
Run46BL_bottom_left.tif,571,104.9090,84.0110
Run46BL_bottom_right.tif,565,104.8067,84.4585
Run46BL_top_left.tif,561,104.3292,83.8820
Run46BL_top_right.tif,580,103.2586,83.4701
Run46BR_bottom_left.tif,604,104.4836,84.1997
Run46BR_bottom_right.tif,546,102.5788,82.2118
Run46BR_top_left.tif,508,105.2310,83.7272
Run46BR_top_right.tif,467,105.7736,83.4508
Run46TL_bottom_left.tif,623,104.5513,83.3084
Run46TL_bottom_right.tif,568,104.1091,82.9792
Run46TL_top_left.tif,491,99.9254,82.5074
Run46TL_top_right.tif,552,103.2189,81.9859
Run46TR_bottom_left.tif,552,104.5195,83.5452
Run46TR_bottom_right.tif,553,103.6319,83.0497
Run46TR_top_left.tif,493,104.5315,84.3359
Run46TR_top_right.tif,570,104.4827,83.4800
Run47BL_bottom_left.tif,812,76.2751,60.7633
Run47BL_bottom_right.tif,753,75.8300,60.9453
Run47BL_top_left.tif,916,75.2335,59.9796
Run47BL_top_right.tif,809,76.6912,61.3886
Run47BR_bottom_left.tif,751,76.2181,61.7152
Run47BR_bottom_right.tif,832,74.4683,59.6118
Run47BR_top_left.tif,690,76.1916,61.2307
Run47BR_top_right.tif,676,77.4699,61.5071
Run47TL_bottom_left.tif,777,76.4772,60.8037
Run47TL_bottom_right.tif,652,76.7991,61.1502
Run47TL_top_left.tif,781,75.8573,62.0415
Run47TL_top_right.tif,840,76.4574,61.1497
Run47TR_bottom_left.tif,830,74.8127,60.5502
Run47TR_bottom_right.tif,735,75.7130,60.7766
Run47TR_top_left.tif,686,74.7824,60.5705
Run47TR_top_right.tif,788,75.1193,61.0434
Run48BL_bottom_left.tif,577,79.7006,66.5892
Run48BL_bottom_right.tif,510,79.3713,66.3245
Run48BL_top_left.tif,536,78.7363,65.0587
Run48BL_top_right.tif,498,78.7960,67.2106
Run48BR_bottom_left.tif,614,79.0679,66.0193
Run48BR_bottom_right.tif,422,79.5396,66.3306
Run48BR_top_left.tif,439,79.6416,65.7500
Run48BR_top_right.tif,492,76.5937,63.7027
Run48TL_bottom_left.tif,497,79.1693,65.2867
Run48TL_bottom_right.tif,531,77.7088,65.5420
Run48TL_top_left.tif,427,76.6547,63.4680
Run48TL_top_right.tif,559,77.2296,64.8728
Run48TR_bottom_left.tif,523,76.4056,63.3290
Run48TR_bottom_right.tif,605,75.4911,63.1806
Run48TR_top_left.tif,573,79.2427,65.5307
Run48TR_top_right.tif,531,76.5771,64.7957
Run49BL_bottom_left.tif,811,93.9168,75.4556
Run49BL_bottom_right.tif,820,92.7768,75.2179
Run49BL_top_left.tif,810,93.6478,74.4984
Run49BL_top_right.tif,768,94.4760,75.2473
Run49BR_bottom_left.tif,733,96.1966,76.4810
Run49BR_bottom_right.tif,768,97.8059,76.9121
Run49BR_top_left.tif,671,99.2501,78.5146
Run49BR_top_right.tif,722,95.8049,75.3978
Run49TL_bottom_left.tif,915,89.4800,72.3398
Run49TL_bottom_right.tif,740,95.3545,75.7867
Run49TL_top_left.tif,766,92.6524,73.9386
Run49TL_top_right.tif,743,92.0845,74.0536
Run49TR_bottom_left.tif,674,95.3579,76.6624
Run49TR_bottom_right.tif,796,87.5473,71.9304
Run49TR_top_left.tif,762,89.2612,72.0770
Run49TR_top_right.tif,872,86.9830,71.2965
Run4BL_bottom_left.tif,602,63.8608,54.3253
Run4BL_bottom_right.tif,752,64.4871,53.1511
Run4BL_top_left.tif,717,62.4954,53.0795
Run4BL_top_right.tif,815,59.3533,50.3890
Run4BR_bottom_left.tif,762,63.5438,53.0365
Run4BR_bottom_right.tif,715,66.0711,55.2999
Run4BR_top_left.tif,785,59.9586,50.4915
Run4BR_top_right.tif,854,62.4179,53.3770
Run4TL_bottom_left.tif,773,57.5506,51.0445
Run4TL_bottom_right.tif,739,58.6224,52.0842
Run4TL_top_left.tif,743,47.8473,46.1737
Run4TL_top_right.tif,845,47.3416,45.8569
Run4TR_bottom_left.tif,707,54.3586,48.5954
Run4TR_bottom_right.tif,784,56.7396,49.4125
Run4TR_top_left.tif,697,47.3048,46.1708
Run4TR_top_right.tif,634,47.9519,46.8199
Run50BL_bottom_left.tif,592,88.2772,68.8882
Run50BL_bottom_right.tif,540,87.2711,67.5571
Run50BL_top_left.tif,627,89.2479,68.4849
Run50BL_top_right.tif,572,89.7728,69.1050
Run50BR_bottom_left.tif,601,89.0523,69.0223
Run50BR_bottom_right.tif,586,87.1236,68.1178
Run50BR_top_left.tif,582,86.6471,67.6055
Run50BR_top_right.tif,576,87.9005,67.9388
Run50TL_bottom_left.tif,661,94.9421,72.1507
Run50TL_bottom_right.tif,466,97.5115,71.7872
Run50TL_top_left.tif,661,78.1861,63.2646
Run50TL_top_right.tif,714,77.8140,63.6384
Run50TR_bottom_left.tif,617,94.8235,71.7271
Run50TR_bottom_right.tif,567,92.7637,71.5512
Run50TR_top_left.tif,577,79.8771,64.3809
Run50TR_top_right.tif,663,79.1997,63.7561
Run51BL_bottom_left.tif,475,86.8838,65.0040
Run51BL_bottom_right.tif,416,89.4191,67.0812
Run51BL_top_left.tif,522,81.4722,61.6057
Run51BL_top_right.tif,426,84.3336,63.6967
Run51BR_bottom_left.tif,386,93.1781,68.9727
Run51BR_bottom_right.tif,457,89.5853,66.0921
Run51BR_top_left.tif,489,79.4001,61.8073
Run51BR_top_right.tif,471,85.7821,64.5410
Run51TL_bottom_left.tif,413,80.0496,61.9857
Run51TL_bottom_right.tif,444,82.7894,62.9966
Run51TL_top_left.tif,459,70.8079,56.8121
Run51TL_top_right.tif,460,65.8628,53.7890
Run51TR_bottom_left.tif,433,79.6330,63.1063
Run51TR_bottom_right.tif,507,80.9239,62.9399
Run51TR_top_left.tif,424,71.9174,58.4248
Run51TR_top_right.tif,484,69.9568,56.3763
Run52BL_bottom_left.tif,844,66.3504,53.7541
Run52BL_bottom_right.tif,746,66.8861,54.1811
Run52BL_top_left.tif,707,68.4567,54.3603
Run52BL_top_right.tif,810,61.2408,49.7785
Run52BR_bottom_left.tif,765,67.7117,54.4064
Run52BR_bottom_right.tif,798,65.2204,52.7938
Run52BR_top_left.tif,668,64.0278,51.9080
Run52BR_top_right.tif,837,57.0290,46.5277
Run52TL_bottom_left.tif,707,67.3721,53.4934
Run52TL_bottom_right.tif,680,65.8773,53.2181
Run52TL_top_left.tif,820,63.0161,50.2683
Run52TL_top_right.tif,765,62.6495,51.7257
Run52TR_bottom_left.tif,777,62.6984,51.5882
Run52TR_bottom_right.tif,754,61.0261,49.6289
Run52TR_top_left.tif,801,58.4197,47.4166
Run52TR_top_right.tif,499,71.4142,58.3894
Run53BL_bottom_left.tif,627,61.0015,47.9417
Run53BL_bottom_right.tif,585,60.7435,47.7391
Run53BL_top_left.tif,635,60.4417,47.2497
Run53BL_top_right.tif,675,58.4072,46.7360
Run53BR_bottom_left.tif,607,63.0872,49.0698
Run53BR_bottom_right.tif,489,65.9970,51.7694
Run53BR_top_left.tif,466,65.6643,51.6405
Run53BR_top_right.tif,392,66.6780,53.3949
Run53TL_bottom_left.tif,485,63.7906,50.0177
Run53TL_bottom_right.tif,592,58.2004,45.7982
Run53TL_top_left.tif,492,65.4597,51.3978
Run53TL_top_right.tif,640,56.4759,45.0732
Run53TR_bottom_left.tif,593,59.0641,46.7923
Run53TR_bottom_right.tif,556,61.6375,49.2625
Run53TR_top_left.tif,548,58.0909,46.5867
Run53TR_top_right.tif,532,58.2322,47.5235
Run54BL_bottom_left.tif,913,110.3718,83.5939
Run54BL_bottom_right.tif,804,109.7667,82.0876
Run54BL_top_left.tif,990,112.0438,85.2022
Run54BL_top_right.tif,968,110.2537,83.3403
Run54BR_bottom_left.tif,597,111.5654,82.7935
Run54BR_bottom_right.tif,585,112.9380,82.8042
Run54BR_top_left.tif,711,110.9396,82.7577
Run54BR_top_right.tif,581,109.6234,83.4481
Run54TL_bottom_left.tif,1017,109.8645,84.1605
Run54TL_bottom_right.tif,829,109.6798,81.9163
Run54TL_top_left.tif,948,106.0316,80.8551
Run54TL_top_right.tif,859,105.7140,80.4651
Run54TR_bottom_left.tif,873,110.1776,83.0236
Run54TR_bottom_right.tif,742,111.3347,82.8972
Run54TR_top_left.tif,881,105.2868,80.8864
Run54TR_top_right.tif,914,106.6697,81.3107
Run55BL_bottom_left.tif,655,117.9643,87.8636
Run55BL_bottom_right.tif,686,118.7565,87.6248
Run55BL_top_left.tif,839,118.5650,88.5085
Run55BL_top_right.tif,812,118.5279,87.8935
Run55BR_bottom_left.tif,835,118.9960,88.6841
Run55BR_bottom_right.tif,845,124.0826,90.8387
Run55BR_top_left.tif,665,118.1376,87.7236
Run55BR_top_right.tif,813,119.4416,89.7801
Run55TL_bottom_left.tif,815,115.9685,87.0753
Run55TL_bottom_right.tif,796,116.6380,87.0473
Run55TL_top_left.tif,879,111.3168,85.0989
Run55TL_top_right.tif,806,114.2686,86.3123
Run55TR_bottom_left.tif,882,115.5609,87.3619
Run55TR_bottom_right.tif,832,117.6407,89.6594
Run55TR_top_left.tif,822,113.8696,86.5717
Run55TR_top_right.tif,862,115.8057,87.3644
Run56BL_bottom_left.tif,655,94.8053,74.6485
Run56BL_bottom_right.tif,550,97.6429,75.3707
Run56BL_top_left.tif,543,94.1533,72.7212
Run56BL_top_right.tif,534,93.7517,72.6197
Run56BR_bottom_left.tif,619,96.6598,74.8639
Run56BR_bottom_right.tif,526,96.0633,75.3925
Run56BR_top_left.tif,472,95.0186,72.0166
Run56BR_top_right.tif,538,94.9865,73.7547
Run56TL_bottom_left.tif,560,96.4385,74.2667
Run56TL_bottom_right.tif,527,96.8633,74.5651
Run56TL_top_left.tif,558,99.9101,77.3425
Run56TL_top_right.tif,473,99.6230,74.6608
Run56TR_bottom_left.tif,478,97.7465,74.1080
Run56TR_bottom_right.tif,639,94.0065,73.4129
Run56TR_top_left.tif,676,97.9200,76.3049
Run56TR_top_right.tif,533,99.3328,77.0502
Run57BL_bottom_left.tif,427,106.6296,80.6551
Run57BL_bottom_right.tif,384,105.6533,80.2056
Run57BL_top_left.tif,433,104.0400,79.6332
Run57BL_top_right.tif,479,105.7359,80.8114
Run57BR_bottom_left.tif,509,105.2813,81.1507
Run57BR_bottom_right.tif,434,106.4526,80.6959
Run57BR_top_left.tif,391,103.0423,78.9928
Run57BR_top_right.tif,495,103.2283,79.5962
Run57TL_bottom_left.tif,497,100.8921,78.4873
Run57TL_bottom_right.tif,470,102.0594,78.2960
Run57TL_top_left.tif,500,101.8598,77.6441
Run57TL_top_right.tif,484,101.3191,77.5357
Run57TR_bottom_left.tif,457,101.7925,78.2796
Run57TR_bottom_right.tif,445,103.2423,78.4549
Run57TR_top_left.tif,476,98.9877,77.3429
Run57TR_top_right.tif,492,98.7269,76.7552
Run58BL_bottom_left.tif,356,114.6855,85.1537
Run58BL_bottom_right.tif,388,113.2055,84.2794
Run58BL_top_left.tif,315,116.6025,84.9654
Run58BL_top_right.tif,246,113.7169,85.0132
Run58BR_bottom_left.tif,371,115.4105,85.5630
Run58BR_bottom_right.tif,309,114.5231,85.3197
Run58BR_top_left.tif,294,108.9049,83.2420
Run58BR_top_right.tif,220,109.2043,83.8318
Run58TL_bottom_left.tif,364,114.1574,83.9930
Run58TL_bottom_right.tif,410,111.4237,84.5069
Run58TL_top_left.tif,362,107.8850,80.3527
Run58TL_top_right.tif,490,110.6984,82.5994
Run58TR_bottom_left.tif,292,108.5262,81.3217
Run58TR_bottom_right.tif,301,109.9728,81.9771
Run58TR_top_left.tif,277,109.3191,81.8825
Run58TR_top_right.tif,352,111.0954,81.5671
Run59BL_bottom_left.tif,714,98.0943,76.5650
Run59BL_bottom_right.tif,691,97.7414,74.9654
Run59BL_top_left.tif,676,98.1531,76.4886
Run59BL_top_right.tif,572,95.5848,74.4989
Run59BR_bottom_left.tif,794,93.4330,73.5540
Run59BR_bottom_right.tif,953,93.5424,73.0602
Run59BR_top_left.tif,783,93.3876,73.4385
Run59BR_top_right.tif,975,89.7795,70.3250
Run59TL_bottom_left.tif,596,101.4250,77.8480
Run59TL_bottom_right.tif,703,104.8493,79.8077
Run59TL_top_left.tif,848,87.5958,73.9390
Run59TL_top_right.tif,1050,90.3159,72.1611
Run59TR_bottom_left.tif,783,97.0518,74.7752
Run59TR_bottom_right.tif,934,90.6817,72.4749
Run59TR_top_left.tif,790,84.1685,72.2271
Run59TR_top_right.tif,1093,82.8397,68.6898
Run5BL_bottom_left.tif,707,45.1152,39.6427
Run5BL_bottom_right.tif,621,44.7448,39.2891
Run5BL_top_left.tif,597,42.8669,38.3545
Run5BL_top_right.tif,536,41.0210,36.9323
Run5BR_bottom_left.tif,596,44.1249,37.8727
Run5BR_bottom_right.tif,757,43.9112,37.3024
Run5BR_top_left.tif,601,40.8058,36.1776
Run5BR_top_right.tif,712,41.2040,36.3758
Run5TL_bottom_left.tif,606,39.8760,38.1318
Run5TL_bottom_right.tif,633,41.6674,38.6177
Run5TL_top_left.tif,625,36.0179,36.8677
Run5TL_top_right.tif,617,34.4671,35.8709
Run5TR_bottom_left.tif,619,38.2933,36.3604
Run5TR_bottom_right.tif,718,41.2017,37.1894
Run5TR_top_left.tif,616,33.7064,34.8863
Run5TR_top_right.tif,638,34.5054,35.5951
Run60BL_bottom_left.tif,645,109.2134,83.9236
Run60BL_bottom_right.tif,974,108.4483,83.1607
Run60BL_top_left.tif,720,105.7795,82.2719
Run60BL_top_right.tif,827,106.7353,82.8313
Run60BR_bottom_left.tif,829,106.2059,82.8588
Run60BR_bottom_right.tif,694,106.8355,84.7777
Run60BR_top_left.tif,728,108.7977,83.8245
Run60BR_top_right.tif,584,105.3414,82.9714
Run60TL_bottom_left.tif,779,102.5276,80.2641
Run60TL_bottom_right.tif,798,100.9171,79.3954
Run60TL_top_left.tif,726,94.0517,76.9476
Run60TL_top_right.tif,759,93.1262,74.7590
Run60TR_bottom_left.tif,479,105.0953,81.1473
Run60TR_bottom_right.tif,580,106.1767,81.7551
Run60TR_top_left.tif,505,93.5434,77.0409
Run60TR_top_right.tif,738,96.2349,77.6827
Run61BL_bottom_left.tif,485,88.5794,71.4311
Run61BL_bottom_right.tif,569,88.7816,70.4300
Run61BL_top_left.tif,528,86.5652,69.2724
Run61BL_top_right.tif,595,86.5190,69.4857
Run61BR_bottom_left.tif,619,88.4716,69.5844
Run61BR_bottom_right.tif,547,86.9355,69.9833
Run61BR_top_left.tif,506,88.0964,69.6218
Run61BR_top_right.tif,548,85.6872,67.9115
Run61TL_bottom_left.tif,572,86.2453,69.0604
Run61TL_bottom_right.tif,478,83.4391,66.7646
Run61TL_top_left.tif,650,86.3106,68.4720
Run61TL_top_right.tif,501,87.8741,68.9746
Run61TR_bottom_left.tif,501,84.9980,68.1809
Run61TR_bottom_right.tif,480,84.4109,67.5324
Run61TR_top_left.tif,536,87.4517,69.8345
Run61TR_top_right.tif,559,85.3640,67.4565
Run62BL_bottom_left.tif,854,85.4001,67.9123
Run62BL_bottom_right.tif,1037,83.9150,66.9967
Run62BL_top_left.tif,1072,79.4259,64.3560
Run62BL_top_right.tif,997,79.0224,63.6694
Run62BR_bottom_left.tif,979,81.8096,65.6817
Run62BR_bottom_right.tif,1000,81.2503,65.6986
Run62BR_top_left.tif,1044,77.0365,62.2408
Run62BR_top_right.tif,990,76.1861,61.8048
Run62TL_bottom_left.tif,1022,74.7016,60.7587
Run62TL_bottom_right.tif,909,75.1793,61.8331
Run62TL_top_left.tif,1131,58.7517,52.5200
Run62TL_top_right.tif,1045,64.6150,55.6282
Run62TR_bottom_left.tif,987,75.0574,62.0671
Run62TR_bottom_right.tif,1153,68.5876,57.8084
Run62TR_top_left.tif,863,67.4831,57.1947
Run62TR_top_right.tif,1023,64.2539,55.5745
Run63BL_bottom_left.tif,654,82.0685,64.9654
Run63BL_bottom_right.tif,688,83.5994,65.7785
Run63BL_top_left.tif,802,83.4219,64.3705
Run63BL_top_right.tif,665,82.3562,65.5272
Run63BR_bottom_left.tif,806,82.7058,64.7251
Run63BR_bottom_right.tif,697,82.2134,64.3820
Run63BR_top_left.tif,646,82.4298,63.8976
Run63BR_top_right.tif,641,82.3333,64.3016
Run63TL_bottom_left.tif,642,81.7803,64.8541
Run63TL_bottom_right.tif,460,81.1298,64.1477
Run63TL_top_left.tif,786,78.9482,62.2036
Run63TL_top_right.tif,623,79.9533,63.6877
Run63TR_bottom_left.tif,742,82.7500,65.8600
Run63TR_bottom_right.tif,886,80.0860,63.2522
Run63TR_top_left.tif,606,81.1831,64.0821
Run63TR_top_right.tif,709,78.5730,61.7890
Run64BL_bottom_left.tif,452,131.6800,94.5529
Run64BL_bottom_right.tif,460,126.1118,92.5543
Run64BL_top_left.tif,579,117.1492,87.7779
Run64BL_top_right.tif,359,120.7612,88.7078
Run64BR_bottom_left.tif,718,127.4697,91.4345
Run64BR_bottom_right.tif,650,128.1864,92.2542
Run64BR_top_left.tif,623,120.1612,89.0344
Run64BR_top_right.tif,697,114.8531,86.8541
Run64TL_bottom_left.tif,583,107.8746,82.1726
Run64TL_bottom_right.tif,481,110.5465,82.9843
Run64TL_top_left.tif,594,86.7041,72.1025
Run64TL_top_right.tif,864,89.9367,74.3202
Run64TR_bottom_left.tif,531,107.8262,81.7284
Run64TR_bottom_right.tif,659,106.8718,82.4321
Run64TR_top_left.tif,635,84.4271,71.5940
Run64TR_top_right.tif,722,88.0165,72.1054
Run65BL_bottom_left.tif,872,83.4938,70.1739
Run65BL_bottom_right.tif,984,83.8893,70.5149
Run65BL_top_left.tif,955,85.1390,70.4166
Run65BL_top_right.tif,923,83.2485,70.9609
Run65BR_bottom_left.tif,879,83.4633,69.6289
Run65BR_bottom_right.tif,857,83.9471,71.4741
Run65BR_top_left.tif,897,84.4030,70.9919
Run65BR_top_right.tif,946,86.5436,71.6564
Run65TL_bottom_left.tif,1032,84.7529,69.5172
Run65TL_bottom_right.tif,1021,82.4381,69.5788
Run65TL_top_left.tif,1050,84.9989,69.1607
Run65TL_top_right.tif,1067,85.2861,69.6439
Run65TR_bottom_left.tif,991,81.3545,68.4491
Run65TR_bottom_right.tif,944,86.3326,70.8172
Run65TR_top_left.tif,1094,85.4029,70.8187
Run65TR_top_right.tif,1088,86.1777,69.9522
Run66BL_bottom_left.tif,828,85.2048,71.0172
Run66BL_bottom_right.tif,851,85.3187,71.3733
Run66BL_top_left.tif,632,84.8702,70.8717
Run66BL_top_right.tif,576,82.9253,69.9254
Run66BR_bottom_left.tif,763,85.9389,71.1609
Run66BR_bottom_right.tif,1044,84.0233,70.4166
Run66BR_top_left.tif,798,84.5988,70.9604
Run66BR_top_right.tif,861,82.6134,70.1862
Run66TL_bottom_left.tif,625,81.3456,67.9066
Run66TL_bottom_right.tif,607,81.7485,67.8467
Run66TL_top_left.tif,715,75.0133,61.7460
Run66TL_top_right.tif,766,76.3460,62.7372
Run66TR_bottom_left.tif,834,84.2150,69.8233
Run66TR_bottom_right.tif,865,81.6393,68.1398
Run66TR_top_left.tif,706,74.3826,62.5757
Run66TR_top_right.tif,922,75.4491,62.5531
Run67BL_bottom_left.tif,746,85.3439,69.3745
Run67BL_bottom_right.tif,667,86.1830,69.5903
Run67BL_top_left.tif,753,82.6564,66.9226
Run67BL_top_right.tif,713,82.8898,67.6624
Run67BR_bottom_left.tif,767,86.7389,69.8112
Run67BR_bottom_right.tif,697,87.0655,69.9250
Run67BR_top_left.tif,780,85.4308,69.5920
Run67BR_top_right.tif,777,84.7602,68.8127
Run67TL_bottom_left.tif,749,85.4269,68.9413
Run67TL_bottom_right.tif,811,84.9080,67.8974
Run67TL_top_left.tif,683,83.7256,67.7449
Run67TL_top_right.tif,833,82.9300,67.1827
Run67TR_bottom_left.tif,802,83.1544,68.3950
Run67TR_bottom_right.tif,730,85.8206,69.8148
Run67TR_top_left.tif,624,79.6914,66.0728
Run67TR_top_right.tif,673,83.1038,68.7016
Run68BL_bottom_left.tif,629,89.0151,72.6759
Run68BL_bottom_right.tif,447,88.0810,71.1248
Run68BL_top_left.tif,501,87.3422,70.6159
Run68BL_top_right.tif,614,83.7349,69.3927
Run68BR_bottom_left.tif,408,85.9604,70.2770
Run68BR_bottom_right.tif,646,88.6297,71.9005
Run68BR_top_left.tif,511,85.8012,68.3328
Run68BR_top_right.tif,596,85.4131,70.2388
Run68TL_bottom_left.tif,503,83.1669,67.7634
Run68TL_bottom_right.tif,510,83.7644,68.7152
Run68TL_top_left.tif,519,79.2726,65.8614
Run68TL_top_right.tif,564,82.5691,67.9055
Run68TR_bottom_left.tif,660,83.0526,67.7102
Run68TR_bottom_right.tif,638,83.3658,67.8259
Run68TR_top_left.tif,538,81.2733,67.8631
Run68TR_top_right.tif,711,79.5686,66.6538
Run69BL_bottom_left.tif,472,102.2914,83.9990
Run69BL_bottom_right.tif,408,100.7447,81.5464
Run69BL_top_left.tif,410,104.7756,83.2219
Run69BL_top_right.tif,387,101.5772,80.4427
Run69BR_bottom_left.tif,565,101.1870,81.8867
Run69BR_bottom_right.tif,480,99.4374,81.1036
Run69BR_top_left.tif,554,100.6677,81.6832
Run69BR_top_right.tif,477,98.8227,80.3494
Run69TL_bottom_left.tif,456,101.4048,82.1761
Run69TL_bottom_right.tif,415,102.4413,82.3822
Run69TL_top_left.tif,415,96.6979,79.7293
Run69TL_top_right.tif,419,97.6360,79.3641
Run69TR_bottom_left.tif,436,98.1306,81.2744
Run69TR_bottom_right.tif,528,98.2230,79.9683
